"ArbstedKomm","Tid","sysselsatte"
"0426","2005",1488
"0426","2006",1519
"0426","2007",1548
"0426","2008",1579
"0426","2009",1531
"0426","2010",1497
"0426","2011",1458
"0426","2012",1464
"0426","2013",1475
"0426","2014",1450
"0426","2015",1550
"0426","2016",1460
"0426","2017",1415
"0426","2018",1480
"0426","2019",1404
"0426","2020",0
"0426","2021",0
"0426","2022",0
"0426","2023",0
"0426","2024",0
"0427","2000",8661
"0427","2001",8863
"0427","2002",8809
"0427","2003",8643
"0427","2004",8988
"0427","2005",9060
"0427","2006",9096
"0427","2007",9631
"0427","2008",9983
"0427","2009",9932
"0427","2010",10068
"0427","2011",10006
"0427","2012",10052
"0427","2013",10146
"0427","2014",10121
"0427","2015",9906
"0427","2016",9942
"0427","2017",10019
"0427","2018",9822
"0427","2019",9896
"0427","2020",0
"0427","2021",0
"0427","2022",0
"0427","2023",0
"0427","2024",0
"0428","2000",2846
"0428","2001",2782
"0428","2002",2756
"0428","2003",2850
"0428","2004",2818
"0428","2005",2742
"0428","2006",2870
"0428","2007",2924
"0428","2008",2942
"0428","2009",2930
"0428","2010",2928
"0428","2011",2797
"0428","2012",2790
"0428","2013",2731
"0428","2014",2746
"0428","2015",2776
"0428","2016",2888
"0428","2017",2923
"0428","2018",2923
"0428","2019",2919
"0428","2020",0
"0428","2021",0
"0428","2022",0
"0428","2023",0
"0428","2024",0
"0429","2000",1700
"0429","2001",1705
"0429","2002",1714
"0429","2003",1833
"0429","2004",1831
"0429","2005",1761
"0429","2006",1736
"0429","2007",1778
"0429","2008",1735
"0429","2009",1733
"0429","2010",1797
"0429","2011",1827
"0429","2012",1873
"0429","2013",1940
"0429","2014",1906
"0429","2015",1916
"0429","2016",1918
"0429","2017",1866
"0429","2018",1851
"0429","2019",1823
"0429","2020",0
"0429","2021",0
"0429","2022",0
"0429","2023",0
"0429","2024",0
"0430","2000",1170
"0430","2001",1100
"0430","2002",1122
"0430","2003",1046
"0430","2004",1079
"0430","2005",1057
"0430","2006",1070
"0430","2007",1097
"0430","2008",1124
"0430","2009",1080
"0430","2010",1075
"0430","2011",1028
"0430","2012",1027
"0430","2013",1046
"0430","2014",1039
"0430","2015",1046
"0430","2016",1007
"0430","2017",980
"0430","2018",972
"0430","2019",952
"0430","2020",0
"0430","2021",0
"0430","2022",0
"0430","2023",0
"0430","2024",0
"0432","2000",765
"0432","2001",763
"0432","2002",762
"0432","2003",770
"0432","2004",771
"0432","2005",754
"0432","2006",776
"0432","2007",826
"0432","2008",808
"0432","2009",799
"0432","2010",758
"0432","2011",734
"0432","2012",741
"0432","2013",734
"0432","2014",699
"0432","2015",645
"0432","2016",637
"0432","2017",651
"0432","2018",619
"0432","2019",595
"0432","2020",0
"0432","2021",0
"0432","2022",0
"0432","2023",0
"0432","2024",0
"0434","2000",640
"0434","2001",652
"0434","2002",630
"0434","2003",636
"0434","2004",632
"0434","2005",597
"0434","2006",634
"0434","2007",634
"0434","2008",637
"0434","2009",600
"0434","2010",579
"0434","2011",567
"0434","2012",550
"0434","2013",532
"0434","2014",530
"0434","2015",521
"0434","2016",526
"0434","2017",538
"0434","2018",551
"0434","2019",532
"0434","2020",0
"0434","2021",0
"0434","2022",0
"0434","2023",0
"0434","2024",0
"0436","2000",730
"0436","2001",708
"0436","2002",729
"0436","2003",704
"0436","2004",722
"0436","2005",621
"0436","2006",631
"0436","2007",634
"0436","2008",613
"0436","2009",658
"0436","2010",659
"0436","2011",657
"0436","2012",620
"0436","2013",619
"0436","2014",648
"0436","2015",644
"0436","2016",653
"0436","2017",635
"0436","2018",675
"0436","2019",672
"0436","2020",0
"0436","2021",0
"0436","2022",0
"0436","2023",0
"0436","2024",0
"0437","2000",3057
"0437","2001",3066
"0437","2002",3018
"0437","2003",2956
"0437","2004",3046
"0437","2005",3096
"0437","2006",3171
"0437","2007",3359
"0437","2008",3343
"0437","2009",3224
"0437","2010",3445
"0437","2011",3423
"0437","2012",3342
"0437","2013",3301
"0437","2014",3256
"0437","2015",3143
"0437","2016",3161
"0437","2017",3185
"0437","2018",3238
"0437","2019",3313
"0437","2020",0
"0437","2021",0
"0437","2022",0
"0437","2023",0
"0437","2024",0
"0438","2000",1026
"0438","2001",1002
"0438","2002",1036
"0438","2003",1017
"0438","2004",1081
"0438","2005",1076
"0438","2006",1118
"0438","2007",1120
"0438","2008",1171
"0438","2009",1178
"0438","2010",1178
"0438","2011",1191
"0438","2012",1177
"0438","2013",1230
"0438","2014",1228
"0438","2015",1277
"0438","2016",1263
"0438","2017",1360
"0438","2018",1380
"0438","2019",1350
"0438","2020",0
"0438","2021",0
"0438","2022",0
"0438","2023",0
"0438","2024",0
"0439","2000",702
"0439","2001",708
"0439","2002",706
"0439","2003",714
"0439","2004",703
"0439","2005",708
"0439","2006",746
"0439","2007",743
"0439","2008",708
"0439","2009",681
"0439","2010",679
"0439","2011",649
"0439","2012",662
"0439","2013",650
"0439","2014",672
"0439","2015",642
"0439","2016",626
"0439","2017",630
"0439","2018",645
"0439","2019",608
"0439","2020",0
"0439","2021",0
"0439","2022",0
"0439","2023",0
"0439","2024",0
"0441","2000",805
"0441","2001",824
"0441","2002",773
"0441","2003",783
"0441","2004",761
"0441","2005",735
"0441","2006",789
"0441","2007",794
"0441","2008",775
"0441","2009",783
"0441","2010",768
"0441","2011",782
"0441","2012",761
"0441","2013",753
"0441","2014",757
"0441","2015",755
"0441","2016",756
"0441","2017",745
"0441","2018",726
"0441","2019",744
"0441","2020",0
"0441","2021",0
"0441","2022",0
"0441","2023",0
"0441","2024",0
"0501","2000",14334
"0501","2001",14306
"0501","2002",14342
"0501","2003",14791
"0501","2004",14728
"0501","2005",14992
"0501","2006",15360
"0501","2007",15704
"0501","2008",16024
"0501","2009",15610
"0501","2010",16115
"0501","2011",16175
"0501","2012",16098
"0501","2013",16224
"0501","2014",16399
"0501","2015",16720
"0501","2016",16934
"0501","2017",16864
"0501","2018",17036
"0501","2019",16835
"0501","2020",0
"0501","2021",0
"0501","2022",0
"0501","2023",0
"0501","2024",0
"0502","2000",14676
"0502","2001",14718
"0502","2002",14924
"0502","2003",15217
"0502","2004",15249
"0502","2005",15223
"0502","2006",15636
"0502","2007",16116
"0502","2008",16047
"0502","2009",16020
"0502","2010",16075
"0502","2011",16167
"0502","2012",16216
"0502","2013",16449
"0502","2014",16595
"0502","2015",16515
"0502","2016",16744
"0502","2017",16450
"0502","2018",17060
"0502","2019",17185
"0502","2020",0
"0502","2021",0
"0502","2022",0
"0502","2023",0
"0502","2024",0
"0511","2000",1314
"0511","2001",1339
"0511","2002",1287
"0511","2003",1357
"0511","2004",1338
"0511","2005",1310
"0511","2006",1393
"0511","2007",1391
"0511","2008",1424
"0511","2009",1435
"0511","2010",1428
"0511","2011",1368
"0511","2012",1359
"0511","2013",1341
"0511","2014",1361
"0511","2015",1273
"0511","2016",1285
"0511","2017",1254
"0511","2018",1290
"0511","2019",1274
"0511","2020",0
"0511","2021",0
"0511","2022",0
"0511","2023",0
"0511","2024",0
"0512","2000",902
"0512","2001",930
"0512","2002",927
"0512","2003",944
"0512","2004",923
"0512","2005",906
"0512","2006",958
"0512","2007",979
"0512","2008",943
"0512","2009",933
"0512","2010",933
"0512","2011",909
"0512","2012",892
"0512","2013",882
"0512","2014",886
"0512","2015",837
"0512","2016",842
"0512","2017",826
"0512","2018",840
"0512","2019",850
"0512","2020",0
"0512","2021",0
"0512","2022",0
"0512","2023",0
"0512","2024",0
"0513","2000",1109
"0513","2001",1125
"0513","2002",1124
"0513","2003",1130
"0513","2004",1071
"0513","2005",1072
"0513","2006",1129
"0513","2007",1119
"0513","2008",1065
"0513","2009",1078
"0513","2010",1091
"0513","2011",1135
"0513","2012",1040
"0513","2013",1054
"0513","2014",1082
"0513","2015",1034
"0513","2016",1012
"0513","2017",1004
"0513","2018",1014
"0513","2019",991
"0513","2020",0
"0513","2021",0
"0513","2022",0
"0513","2023",0
"0513","2024",0
"0514","2000",1290
"0514","2001",1262
"0514","2002",1271
"0514","2003",1281
"0514","2004",1340
"0514","2005",1303
"0514","2006",1245
"0514","2007",1255
"0514","2008",1213
"0514","2009",1194
"0514","2010",1197
"0514","2011",1187
"0514","2012",1194
"0514","2013",1156
"0514","2014",1195
"0514","2015",1150
"0514","2016",1141
"0514","2017",1157
"0514","2018",1091
"0514","2019",1073
"0514","2020",0
"0514","2021",0
"0514","2022",0
"0514","2023",0
"0514","2024",0
"0515","2000",1540
"0515","2001",1486
"0515","2002",1485
"0515","2003",1500
"0515","2004",1476
"0515","2005",1472
"0515","2006",1529
"0515","2007",1538
"0515","2008",1550
"0515","2009",1564
"0515","2010",1561
"0515","2011",1592
"0515","2012",1558
"0515","2013",1603
"0515","2014",1542
"0515","2015",1509
"0515","2016",1521
"0515","2017",1522
"0515","2018",1572
"0515","2019",1539
"0515","2020",0
"0515","2021",0
"0515","2022",0
"0515","2023",0
"0515","2024",0
"0516","2000",2557
"0516","2001",2560
"0516","2002",2468
"0516","2003",2595
"0516","2004",2582
"0516","2005",2535
"0516","2006",2639
"0516","2007",2721
"0516","2008",2776
"0516","2009",2743
"0516","2010",2789
"0516","2011",2783
"0516","2012",2725
"0516","2013",2714
"0516","2014",2698
"0516","2015",2609
"0516","2016",2540
"0516","2017",2474
"0516","2018",2590
"0516","2019",2577
"0516","2020",0
"0516","2021",0
"0516","2022",0
"0516","2023",0
"0516","2024",0
"0517","2000",3053
"0517","2001",3028
"0517","2002",2957
"0517","2003",2907
"0517","2004",2960
"0517","2005",2983
"0517","2006",3039
"0517","2007",3047
"0517","2008",3053
"0517","2009",2961
"0517","2010",2967
"0517","2011",2978
"0517","2012",3050
"0517","2013",3026
"0517","2014",2967
"0517","2015",2977
"0517","2016",3022
"0517","2017",3028
"0517","2018",2975
"0517","2019",2810
"0517","2020",0
"0517","2021",0
"0517","2022",0
"0517","2023",0
"0517","2024",0
"0519","2000",1216
"0519","2001",1213
"0519","2002",1258
"0519","2003",1253
"0519","2004",1167
"0519","2005",1142
"0519","2006",1155
"0519","2007",1146
"0519","2008",1144
"0519","2009",1109
"0519","2010",1115
"0519","2011",1065
"0519","2012",1102
"0519","2013",1088
"0519","2014",1125
"0519","2015",1067
"0519","2016",1112
"0519","2017",1131
"0519","2018",1105
"0519","2019",1092
"0519","2020",0
"0519","2021",0
"0519","2022",0
"0519","2023",0
"0519","2024",0
"0520","2000",2245
"0520","2001",2224
"0520","2002",2251
"0520","2003",2214
"0520","2004",2229
"0520","2005",2257
"0520","2006",2288
"0520","2007",2366
"0520","2008",2425
"0520","2009",2233
"0520","2010",2190
"0520","2011",2214
"0520","2012",2119
"0520","2013",2197
"0520","2014",2233
"0520","2015",2117
"0520","2016",2198
"0520","2017",2169
"0520","2018",2206
"0520","2019",2228
"0520","2020",0
"0520","2021",0
"0520","2022",0
"0520","2023",0
"0520","2024",0
"0521","2000",1755
"0521","2001",1780
"0521","2002",1798
"0521","2003",1774
"0521","2004",1786
"0521","2005",1729
"0521","2006",1815
"0521","2007",1951
"0521","2008",1995
"0521","2009",1881
"0521","2010",1932
"0521","2011",1897
"0521","2012",1859
"0521","2013",1785
"0521","2014",1726
"0521","2015",1744
"0521","2016",1789
"0521","2017",1821
"0521","2018",1788
"0521","2019",1859
"0521","2020",0
"0521","2021",0
"0521","2022",0
"0521","2023",0
"0521","2024",0
"0522","2000",2179
"0522","2001",2204
"0522","2002",2137
"0522","2003",2151
"0522","2004",2147
"0522","2005",2198
"0522","2006",2380
"0522","2007",2371
"0522","2008",2403
"0522","2009",2371
"0522","2010",2301
"0522","2011",2280
"0522","2012",2301
"0522","2013",2352
"0522","2014",2398
"0522","2015",2328
"0522","2016",2327
"0522","2017",2318
"0522","2018",2337
"0522","2019",2334
"0522","2020",0
"0522","2021",0
"0522","2022",0
"0522","2023",0
"0522","2024",0
"0528","2000",4770
"0528","2001",4733
"0528","2002",4830
"0528","2003",4798
"0528","2004",4771
"0528","2005",4842
"0528","2006",4877
"0528","2007",5084
"0528","2008",5096
"0528","2009",5181
"0528","2010",5360
"0528","2011",5404
"0528","2012",5387
"0528","2013",5401
"0528","2014",5268
"0528","2015",5225
"0528","2016",5323
"0528","2017",5325
"0528","2018",5322
"0528","2019",5144
"0528","2020",0
"0528","2021",0
"0528","2022",0
"0528","2023",0
"0528","2024",0
"0529","2000",6770
"0529","2001",6688
"0529","2002",6588
"0529","2003",6368
"0529","2004",6365
"0529","2005",6125
"0529","2006",6382
"0529","2007",6638
"0529","2008",6643
"0529","2009",6331
"0529","2010",6206
"0529","2011",6232
"0529","2012",6258
"0529","2013",6229
"0529","2014",6516
"0529","2015",6570
"0529","2016",6549
"0529","2017",6795
"0529","2018",6854
"0529","2019",6771
"0529","2020",0
"0529","2021",0
"0529","2022",0
"0529","2023",0
"0529","2024",0
"0532","2000",2254
"0532","2001",2189
"0532","2002",2227
"0532","2003",2146
"0532","2004",2189
"0532","2005",2203
"0532","2006",2177
"0532","2007",2261
"0532","2008",2218
"0532","2009",2109
"0532","2010",2130
"0532","2011",2187
"0532","2012",2174
"0532","2013",2091
"0532","2014",2042
"0532","2015",1955
"0532","2016",2077
"0532","2017",2179
"0532","2018",2156
"0532","2019",2248
"0532","2020",0
"0532","2021",0
"0532","2022",0
"0532","2023",0
"0532","2024",0
"0533","2000",1962
"0533","2001",2032
"0533","2002",2077
"0533","2003",2113
"0533","2004",2109
"0533","2005",2115
"0533","2006",2169
"0533","2007",2056
"0533","2008",2084
"0533","2009",2076
"0533","2010",2044
"0533","2011",2032
"0533","2012",2137
"0533","2013",2097
"0533","2014",2111
"0533","2015",2159
"0533","2016",2146
"0533","2017",2173
"0533","2018",2183
"0533","2019",2146
"0533","2020",0
"0533","2021",0
"0533","2022",0
"0533","2023",0
"0533","2024",0
"0534","2000",5451
"0534","2001",5419
"0534","2002",5372
"0534","2003",5511
"0534","2004",5501
"0534","2005",5497
"0534","2006",5738
"0534","2007",5932
"0534","2008",5996
"0534","2009",5939
"0534","2010",6138
"0534","2011",6383
"0534","2012",6343
"0534","2013",6309
"0534","2014",6208
"0534","2015",5963
"0534","2016",5940
"0534","2017",5997
"0534","2018",6002
"0534","2019",5982
"0534","2020",0
"0534","2021",0
"0534","2022",0
"0534","2023",0
"0534","2024",0
"0536","2000",1990
"0536","2001",1932
"0536","2002",1895
"0536","2003",1855
"0536","2004",1863
"0536","2005",1836
"0536","2006",1902
"0536","2007",1980
"0536","2008",1907
"0536","2009",1864
"0536","2010",1838
"0536","2011",1807
"0536","2012",1766
"0536","2013",1727
"0536","2014",1694
"0536","2015",1666
"0536","2016",1680
"0536","2017",1633
"0536","2018",1602
"0536","2019",1624
"0536","2020",0
"0536","2021",0
"0536","2022",0
"0536","2023",0
"0536","2024",0
"0538","2000",2679
"0538","2001",2657
"0538","2002",2676
"0538","2003",2753
"0538","2004",2713
"0538","2005",2781
"0538","2006",2843
"0538","2007",2922
"0538","2008",2933
"0538","2009",2909
"0538","2010",2916
"0538","2011",2908
"0538","2012",2984
"0538","2013",2981
"0538","2014",2952
"0538","2015",3048
"0538","2016",3019
"0538","2017",2981
"0538","2018",2998
"0538","2019",3021
"0538","2020",0
"0538","2021",0
"0538","2022",0
"0538","2023",0
"0538","2024",0
"0540","2000",1208
"0540","2001",1239
"0540","2002",1244
"0540","2003",1266
"0540","2004",1184
"0540","2005",1254
"0540","2006",1336
"0540","2007",1370
"0540","2008",1375
"0540","2009",1359
"0540","2010",1352
"0540","2011",1296
"0540","2012",1334
"0540","2013",1300
"0540","2014",1291
"0540","2015",1260
"0540","2016",1290
"0540","2017",1329
"0540","2018",1339
"0540","2019",1320
"0540","2020",0
"0540","2021",0
"0540","2022",0
"0540","2023",0
"0540","2024",0
"0541","2000",572
"0541","2001",570
"0541","2002",544
"0541","2003",563
"0541","2004",573
"0541","2005",559
"0541","2006",497
"0541","2007",550
"0541","2008",551
"0541","2009",570
"0541","2010",549
"0541","2011",528
"0541","2012",526
"0541","2013",508
"0541","2014",506
"0541","2015",558
"0541","2016",538
"0541","2017",533
"0541","2018",499
"0541","2019",466
"0541","2020",0
"0541","2021",0
"0541","2022",0
"0541","2023",0
"0541","2024",0
"0542","2000",3733
"0542","2001",3924
"0542","2002",3910
"0542","2003",3970
"0542","2004",3905
"0542","2005",3931
"0542","2006",4125
"0542","2007",4173
"0542","2008",4127
"0542","2009",4062
"0542","2010",4020
"0542","2011",3999
"0542","2012",3863
"0542","2013",3928
"0542","2014",3971
"0542","2015",3947
"0542","2016",4026
"0542","2017",4092
"0542","2018",4149
"0542","2019",4021
"0542","2020",0
"0542","2021",0
"0542","2022",0
"0542","2023",0
"0542","2024",0
"0543","2000",997
"0543","2001",950
"0543","2002",950
"0543","2003",955
"0543","2004",938
"0543","2005",961
"0543","2006",929
"0543","2007",985
"0543","2008",963
"0543","2009",945
"0543","2010",957
"0543","2011",971
"0543","2012",956
"0543","2013",957
"0543","2014",974
"0543","2015",912
"0543","2016",890
"0543","2017",896
"0543","2018",840
"0543","2019",828
"0543","2020",0
"0543","2021",0
"0543","2022",0
"0543","2023",0
"0543","2024",0
"0544","2000",1423
"0544","2001",1432
"0544","2002",1440
"0544","2003",1391
"0544","2004",1382
"0544","2005",1336
"0544","2006",1363
"0544","2007",1420
"0544","2008",1408
"0544","2009",1401
"0544","2010",1339
"0544","2011",1363
"0544","2012",1369
"0544","2013",1380
"0544","2014",1375
"0544","2015",1396
"0544","2016",1386
"0544","2017",1410
"0544","2018",1425
"0544","2019",1424
"0544","2020",0
"0544","2021",0
"0544","2022",0
"0544","2023",0
"0544","2024",0
"0545","2000",683
"0545","2001",696
"0545","2002",719
"0545","2003",707
"0545","2004",698
"0545","2005",718
"0545","2006",729
"0545","2007",785
"0545","2008",748
"0545","2009",768
"0545","2010",771
"0545","2011",768
"0545","2012",786
"0545","2013",778
"0545","2014",758
"0545","2015",770
"0545","2016",753
"0545","2017",756
"0545","2018",778
"0545","2019",762
"0545","2020",0
"0545","2021",0
"0545","2022",0
"0545","2023",0
"0545","2024",0
"3801","2000",0
"3801","2001",0
"3801","2002",0
"3801","2003",0
"3801","2004",0
"3801","2005",0
"3801","2006",0
"3801","2007",0
"3801","2008",0
"3801","2009",0
"3801","2010",0
"3801","2011",0
"3801","2012",0
"3801","2013",0
"3801","2014",0
"3801","2015",0
"3801","2016",0
"3801","2017",0
"3801","2018",0
"3801","2019",0
"3801","2020",10947
"3801","2021",11360
"3801","2022",11565
"3801","2023",11462
"3801","2024",0
"3802","2000",0
"3802","2001",0
"3802","2002",0
"3802","2003",0
"3802","2004",0
"3802","2005",0
"3802","2006",0
"3802","2007",0
"3802","2008",0
"3802","2009",0
"3802","2010",0
"3802","2011",0
"3802","2012",0
"3802","2013",0
"3802","2014",0
"3802","2015",0
"3802","2016",0
"3802","2017",0
"3802","2018",0
"3802","2019",0
"3802","2020",7652
"3802","2021",7961
"3802","2022",8357
"3802","2023",8946
"3802","2024",0
"3803","2000",0
"3803","2001",0
"3803","2002",0
"3803","2003",0
"3803","2004",0
"3803","2005",0
"3803","2006",0
"3803","2007",0
"3803","2008",0
"3803","2009",0
"3803","2010",0
"3803","2011",0
"3803","2012",0
"3803","2013",0
"3803","2014",0
"3803","2015",0
"3803","2016",0
"3803","2017",0
"3803","2018",0
"3803","2019",0
"3803","2020",32362
"3803","2021",33337
"3803","2022",33619
"3803","2023",33928
"3803","2024",0
"3804","2000",0
"3804","2001",0
"3804","2002",0
"3804","2003",0
"3804","2004",0
"3804","2005",0
"3804","2006",0
"3804","2007",0
"3804","2008",0
"3804","2009",0
"3804","2010",0
"3804","2011",0
"3804","2012",0
"3804","2013",0
"3804","2014",0
"3804","2015",0
"3804","2016",0
"3804","2017",0
"3804","2018",0
"3804","2019",0
"3804","2020",29594
"3804","2021",30516
"3804","2022",30778
"3804","2023",30999
"3804","2024",0
"3805","2000",0
"3805","2001",0
"3805","2002",0
"3805","2003",0
"3805","2004",0
"3805","2005",0
"3805","2006",0
"3805","2007",0
"3805","2008",0
"3805","2009",0
"3805","2010",0
"3805","2011",0
"3805","2012",0
"3805","2013",0
"3805","2014",0
"3805","2015",0
"3805","2016",0
"3805","2017",0
"3805","2018",0
"3805","2019",0
"3805","2020",19281
"3805","2021",19380
"3805","2022",19689
"3805","2023",20018
"3805","2024",0
"3806","2000",0
"3806","2001",0
"3806","2002",0
"3806","2003",0
"3806","2004",0
"3806","2005",0
"3806","2006",0
"3806","2007",0
"3806","2008",0
"3806","2009",0
"3806","2010",0
"3806","2011",0
"3806","2012",0
"3806","2013",0
"3806","2014",0
"3806","2015",0
"3806","2016",0
"3806","2017",0
"3806","2018",0
"3806","2019",0
"3806","2020",16943
"3806","2021",17497
"3806","2022",17964
"3806","2023",18299
"3806","2024",0
"3807","2000",0
"3807","2001",0
"3807","2002",0
"3807","2003",0
"3807","2004",0
"3807","2005",0
"3807","2006",0
"3807","2007",0
"3807","2008",0
"3807","2009",0
"3807","2010",0
"3807","2011",0
"3807","2012",0
"3807","2013",0
"3807","2014",0
"3807","2015",0
"3807","2016",0
"3807","2017",0
"3807","2018",0
"3807","2019",0
"3807","2020",26243
"3807","2021",26615
"3807","2022",26539
"3807","2023",26643
"3807","2024",0
"3808","2000",0
"3808","2001",0
"3808","2002",0
"3808","2003",0
"3808","2004",0
"3808","2005",0
"3808","2006",0
"3808","2007",0
"3808","2008",0
"3808","2009",0
"3808","2010",0
"3808","2011",0
"3808","2012",0
"3808","2013",0
"3808","2014",0
"3808","2015",0
"3808","2016",0
"3808","2017",0
"3808","2018",0
"3808","2019",0
"3808","2020",5390
"3808","2021",5618
"3808","2022",5651
"3808","2023",5764
"3808","2024",0
"3811","2000",0
"3811","2001",0
"3811","2002",0
"3811","2003",0
"3811","2004",0
"3811","2005",0
"3811","2006",0
"3811","2007",0
"3811","2008",0
"3811","2009",0
"3811","2010",0
"3811","2011",0
"3811","2012",0
"3811","2013",0
"3811","2014",0
"3811","2015",0
"3811","2016",0
"3811","2017",0
"3811","2018",0
"3811","2019",0
"3811","2020",7438
"3811","2021",7428
"3811","2022",7324
"3811","2023",7654
"3811","2024",0
"3812","2000",0
"3812","2001",0
"3812","2002",0
"3812","2003",0
"3812","2004",0
"3812","2005",0
"3812","2006",0
"3812","2007",0
"3812","2008",0
"3812","2009",0
"3812","2010",0
"3812","2011",0
"3812","2012",0
"3812","2013",0
"3812","2014",0
"3812","2015",0
"3812","2016",0
"3812","2017",0
"3812","2018",0
"3812","2019",0
"3812","2020",542
"3812","2021",525
"3812","2022",472
"3812","2023",493
"3812","2024",0
"3813","2000",0
"3813","2001",0
"3813","2002",0
"3813","2003",0
"3813","2004",0
"3813","2005",0
"3813","2006",0
"3813","2007",0
"3813","2008",0
"3813","2009",0
"3813","2010",0
"3813","2011",0
"3813","2012",0
"3813","2013",0
"3813","2014",0
"3813","2015",0
"3813","2016",0
"3813","2017",0
"3813","2018",0
"3813","2019",0
"3813","2020",4983
"3813","2021",4966
"3813","2022",4976
"3813","2023",5093
"3813","2024",0
"3814","2000",0
"3814","2001",0
"3814","2002",0
"3814","2003",0
"3814","2004",0
"3814","2005",0
"3814","2006",0
"3814","2007",0
"3814","2008",0
"3814","2009",0
"3814","2010",0
"3814","2011",0
"3814","2012",0
"3814","2013",0
"3814","2014",0
"3814","2015",0
"3814","2016",0
"3814","2017",0
"3814","2018",0
"3814","2019",0
"3814","2020",4107
"3814","2021",4197
"3814","2022",4195
"3814","2023",4128
"3814","2024",0
"3815","2000",0
"3815","2001",0
"3815","2002",0
"3815","2003",0
"3815","2004",0
"3815","2005",0
"3815","2006",0
"3815","2007",0
"3815","2008",0
"3815","2009",0
"3815","2010",0
"3815","2011",0
"3815","2012",0
"3815","2013",0
"3815","2014",0
"3815","2015",0
"3815","2016",0
"3815","2017",0
"3815","2018",0
"3815","2019",0
"3815","2020",1256
"3815","2021",1255
"3815","2022",1243
"3815","2023",1286
"3815","2024",0
"3816","2000",0
"3816","2001",0
"3816","2002",0
"3816","2003",0
"3816","2004",0
"3816","2005",0
"3816","2006",0
"3816","2007",0
"3816","2008",0
"3816","2009",0
"3816","2010",0
"3816","2011",0
"3816","2012",0
"3816","2013",0
"3816","2014",0
"3816","2015",0
"3816","2016",0
"3816","2017",0
"3816","2018",0
"3816","2019",0
"3816","2020",2218
"3816","2021",2220
"3816","2022",2214
"3816","2023",2203
"3816","2024",0
"3817","2000",0
"3817","2001",0
"3817","2002",0
"3817","2003",0
"3817","2004",0
"3817","2005",0
"3817","2006",0
"3817","2007",0
"3817","2008",0
"3817","2009",0
"3817","2010",0
"3817","2011",0
"3817","2012",0
"3817","2013",0
"3817","2014",0
"3817","2015",0
"3817","2016",0
"3817","2017",0
"3817","2018",0
"3817","2019",0
"3817","2020",4292
"3817","2021",4401
"3817","2022",4419
"3817","2023",4629
"3817","2024",0
"3818","2000",0
"3818","2001",0
"3818","2002",0
"3818","2003",0
"3818","2004",0
"3818","2005",0
"3818","2006",0
"3818","2007",0
"3818","2008",0
"3818","2009",0
"3818","2010",0
"3818","2011",0
"3818","2012",0
"3818","2013",0
"3818","2014",0
"3818","2015",0
"3818","2016",0
"3818","2017",0
"3818","2018",0
"3818","2019",0
"3818","2020",2635
"3818","2021",2576
"3818","2022",2603
"3818","2023",2590
"3818","2024",0
"3819","2000",0
"3819","2001",0
"3819","2002",0
"3819","2003",0
"3819","2004",0
"3819","2005",0
"3819","2006",0
"3819","2007",0
"3819","2008",0
"3819","2009",0
"3819","2010",0
"3819","2011",0
"3819","2012",0
"3819","2013",0
"3819","2014",0
"3819","2015",0
"3819","2016",0
"3819","2017",0
"3819","2018",0
"3819","2019",0
"3819","2020",740
"3819","2021",722
"3819","2022",727
"3819","2023",629
"3819","2024",0
"3820","2000",0
"3820","2001",0
"3820","2002",0
"3820","2003",0
"3820","2004",0
"3820","2005",0
"3820","2006",0
"3820","2007",0
"3820","2008",0
"3820","2009",0
"3820","2010",0
"3820","2011",0
"3820","2012",0
"3820","2013",0
"3820","2014",0
"3820","2015",0
"3820","2016",0
"3820","2017",0
"3820","2018",0
"3820","2019",0
"3820","2020",1388
"3820","2021",1418
"3820","2022",1445
"3820","2023",1446
"3820","2024",0
"3821","2000",0
"3821","2001",0
"3821","2002",0
"3821","2003",0
"3821","2004",0
"3821","2005",0
"3821","2006",0
"3821","2007",0
"3821","2008",0
"3821","2009",0
"3821","2010",0
"3821","2011",0
"3821","2012",0
"3821","2013",0
"3821","2014",0
"3821","2015",0
"3821","2016",0
"3821","2017",0
"3821","2018",0
"3821","2019",0
"3821","2020",1085
"3821","2021",1051
"3821","2022",1061
"3821","2023",1057
"3821","2024",0
"3822","2000",0
"3822","2001",0
"3822","2002",0
"3822","2003",0
"3822","2004",0
"3822","2005",0
"3822","2006",0
"3822","2007",0
"3822","2008",0
"3822","2009",0
"3822","2010",0
"3822","2011",0
"3822","2012",0
"3822","2013",0
"3822","2014",0
"3822","2015",0
"3822","2016",0
"3822","2017",0
"3822","2018",0
"3822","2019",0
"3822","2020",628
"3822","2021",651
"3822","2022",668
"3822","2023",651
"3822","2024",0
"3823","2000",0
"3823","2001",0
"3823","2002",0
"3823","2003",0
"3823","2004",0
"3823","2005",0
"3823","2006",0
"3823","2007",0
"3823","2008",0
"3823","2009",0
"3823","2010",0
"3823","2011",0
"3823","2012",0
"3823","2013",0
"3823","2014",0
"3823","2015",0
"3823","2016",0
"3823","2017",0
"3823","2018",0
"3823","2019",0
"3823","2020",507
"3823","2021",505
"3823","2022",504
"3823","2023",521
"3823","2024",0
"3824","2000",0
"3824","2001",0
"3824","2002",0
"3824","2003",0
"3824","2004",0
"3824","2005",0
"3824","2006",0
"3824","2007",0
"3824","2008",0
"3824","2009",0
"3824","2010",0
"3824","2011",0
